rid,Name,Stoichiometry,dG,EC
R00588,L-serine:glyoxylate aminotransferase,L-Serine + Glyoxylate <-> Hydroxypyruvate + Glycine,-4.227142313609505,2.6.1.45
R05838,pyridoxine 5'-phosphate synthase,1-Deoxy-D-xylulose 5-phosphate + 3-Amino-2-oxopropyl phosphate -> Pyridoxine phosphate + Orthophosphate + H2O,-221.71106894727401,2.6.99.2
R00200,ATP:pyruvate 2-O-phosphotransferase,Pyruvate + ATP <- ADP + Phosphoenolpyruvate,25.02731995561632,2.7.1.40
R00130,ATP:dephospho-CoA 3'-phosphotransferase,ATP + Dephospho-CoA <-> CoA + ADP,2.6944524229946865,2.7.1.24
R00481,L-aspartate:oxygen oxidoreductase,Oxygen + L-Aspartate -> Iminoaspartate + Hydrogen peroxide,-71.15802814072767,1.4.3.16
R02736,beta-D-glucose-6-phosphate:NADP+ 1-oxoreductase,"beta-D-Glucose 6-phosphate + NADP+ <-> D-Glucono-1,5-lactone 6-phosphate + H+ + NADPH",-13.65467024199529,1.1.1.49/1.1.1.363
R00316,ATP:acetate adenylyltransferase,Acetate + ATP <- Diphosphate + Acetyl adenylate,1177.6362027657874,6.2.1.1
R00968,GTP:uridine 5'-phosphotransferase,Uridine + GTP -> UMP + GDP,-18.73767178416358,2.7.1.48
R01288,O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase,Hydrogen sulfide + O-Succinyl-L-homoserine -> Succinate + L-Homocysteine,-56.532158801013225,2.5.1.48/2.5.1.-
R01777,succinyl-CoA:L-homoserine O-succinyltransferase,L-Homoserine + Succinyl-CoA -> CoA + O-Succinyl-L-homoserine,-29.936608020605377,2.3.1.46
R02088,2'-deoxyadenosine 5'-monophosphate phosphohydrolase,dAMP + H2O -> Deoxyadenosine + Orthophosphate,-33.265045522924304,3.1.3.5/3.1.3.89
R04506,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase","NAD+ + 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al + H2O -> 3alpha,7alpha-Dihydroxy-5beta-cholestanate + H+ + NADH",-44.05728584822282,1.2.1.3
R04929,ATP:selenate adenylyltransferase,ATP + Selenate <-> Diphosphate + Adenylylselenate,-1.5299907698356492,2.7.7.4
R06171,L-allo-threonine acetaldehyde-lyase (glycine-forming),L-Allothreonine -> Acetaldehyde + Glycine,-17.16456746169041,4.1.2.48/4.1.2.49
R00908,beta-alanine:2-oxoglutarate aminotransferase,beta-Alanine + 2-Oxoglutarate <-> L-Glutamate + 3-Oxopropanoate,-3.5586530124564604,2.6.1.19/2.6.1.55/2.6.1.120
R01134,inosine-5'-phosphate:NADP+ oxidoreductase (aminating),Ammonia + IMP + NADP+ -> GMP + H+ + NADPH,-241.39940049914466,1.7.1.7
R09726,ATP:molybdopterin adenylyltransferase,Molybdopterin + ATP <-> Diphosphate + Adenylated molybdopterin,-1.493395105628906,2.7.7.75
R03538,"2',3'-cyclic UMP 3'-nucleotidohydrolase","2',3'-Cyclic UMP + H2O -> 3'-UMP",-34.065749301958306,3.1.4.16
R01899,isocitrate:NADP+ oxidoreductase,NADP+ + Isocitrate <-> Oxalosuccinate + H+ + NADPH,15.70811099918069,1.1.1.42
EX_C00492,Raffinose,Raffinose <- ,,
R01857,ATP:dGDP phosphotransferase,dGDP + ATP <-> dGTP + ADP,1.7688697442646344,2.7.4.6
EX_C01127,4-Hydroxy-2-oxoglutarate,4-Hydroxy-2-oxoglutarate <-> ,,
R02326,ATP:dCDP phosphotransferase,ATP + dCDP <-> dCTP + ADP,4.0610414585363515,2.7.4.6
R04210,4-phospho-D-erythronate:NAD+ 2-oxidoreductase,4-Phospho-D-erythronate + NAD+ <- 2-Oxo-3-hydroxy-4-phosphobutanoate + H+ + NADH,15.630128615527155,1.1.1.290
R01773,L-homoserine:NAD+ oxidoreductase,L-Homoserine + NAD+ <- H+ + L-Aspartate 4-semialdehyde + NADH,19.43711658786856,1.1.1.3
R02237,"7,8-dihydropteroate:L-glutamate ligase (ADP-forming)",Dihydropteroate + L-Glutamate + ATP <-> ADP + Orthophosphate + Dihydrofolate,-20.325736096176,6.3.2.12/6.3.2.17
R06788,"(2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate:oxygen 1,2-oxidoreductase (decyclizing)","Oxygen + trans-2,3-Dihydroxycinnamate -> 2-Hydroxy-6-ketononatrienedioate",-246.55325691018814,1.13.11.16
R00330,ATP:GDP phosphotransferase,ATP + GDP <-> GTP + ADP,-2.6677301092811376,2.7.4.6
R03243,5-amino-2-oxopentanoate:2-oxoglutarate aminotransferase,L-Histidinol phosphate + 2-Oxoglutarate <-> L-Glutamate + 3-(Imidazol-4-yl)-2-oxopropyl phosphate,-8.832064772599267,2.6.1.9
R08628,2-(3'-methylthio)butylmalate hydroxymutase,2-(4'-Methylthio)butylmalic acid <-> 3-(4'-Methylthio)butylmalic acid,4.086690874205033,4.2.1.170
R00508,3'-phospho-5'-adenylyl sulfate 3'-phosphohydrolase,3'-Phosphoadenylyl sulfate + H2O -> Adenylyl sulfate + Orthophosphate,-29.341807317944806,3.1.3.7
R01512,ATP:3-phospho-D-glycerate 1-phosphotransferase,ATP + 3-Phospho-D-glycerate <- 3-Phospho-D-glyceroyl phosphate + ADP,19.549800047385702,2.7.2.3
R04560,10-formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide + 10-Formyltetrahydrofolate <-> 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide + Tetrahydrofolate,9.368935547685169,2.1.2.3
R05050,N4-acetylaminobutanal:NAD+ oxidoreductase,NAD+ + N4-Acetylaminobutanal + H2O -> 4-Acetamidobutanoate + H+ + NADH,-43.85347424506244,1.2.1.3
R05053,D-aspartate:2-oxoglutarate aminotransferase,D-Aspartate + (4R)-4-Hydroxy-2-oxoglutarate <-> Oxaloacetate + L-erythro-4-Hydroxyglutamate,6.981206991330396,2.6.1.21
EX_C00097,L-Cysteine,L-Cysteine -> ,,
R02864,S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase,H+ + Siroheme <-> Fe2+ + Sirohydrochlorin,,4.99.1.4
R00948,ATP:alpha-D-glucose-1-phosphate adenylyltransferase,ATP + D-Glucose 1-phosphate <-> Diphosphate + ADP-glucose,-8.418440434030003,2.7.7.27
R02661,"2-methylpropanoyl-CoA:(acceptor) 2,3-oxidoreductase",2-Methylpropanoyl-CoA + Acceptor <-> 2-Methylprop-2-enoyl-CoA + Reduced acceptor,,1.3.8.1/1.3.8.5/1.3.8.7/1.3.99.-
EX_C00054,"Adenosine 3',5'-bisphosphate","Adenosine 3',5'-bisphosphate <-> ",,
R01711,pyridoxine:oxygen oxidoreductase (deaminating),Oxygen + Pyridoxine -> Pyridoxal + Hydrogen peroxide,-106.80311431371932,1.1.3.12/1.4.3.5
EX_C00033,Acetate,Acetate -> ,,
R04463,5'-phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming),5'-Phosphoribosyl-N-formylglycinamide + ATP + L-Glutamine + H2O <-> 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine + ADP + Orthophosphate + L-Glutamate,12.102603015549079,6.3.5.3
R05292,"cis-1,2-dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)","cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate + NAD+ -> CO2 + H+ + 4-Methylcatechol + NADH",-85.86704371324541,1.3.1.67
R06787,"(2E)-3-(3-hydroxyphenyl)prop-2-enoate,NADH:oxygen oxidoreductase (2-hydroxylating)","Oxygen + trans-3-Hydroxycinnamate + H+ + NADH -> trans-2,3-Dihydroxycinnamate + NAD+ + H2O",-422.63162090445553,1.14.13.127
R01070,"beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","beta-D-Fructose 1,6-bisphosphate <-> D-Glyceraldehyde 3-phosphate + Glycerone phosphate",4.933086995375874,4.1.2.13
R08689,(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized ferredoxin oxidoreductase (hydrating),"Reduced ferredoxin + 2-C-Methyl-D-erythritol 2,4-cyclodiphosphate -> 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + Oxidized ferredoxin + H2O",-1900.7242950396826,1.17.7.1
R05595,Crotonoyl-CoA hydratase,Crotonoyl-CoA + H2O <-> 3-Hydroxybutanoyl-CoA,6.325263204893645,4.2.1.17
R02565,p-cumic alcohol:NAD+ oxidoreductase,NAD+ + Betaine aldehyde + H2O -> Betaine + H+ + NADH,-42.435837968311944,1.2.1.8
R07316,Carbamate lyase,Carbamate -> Ammonia + CO2,-21.187369408819237,3.5.1.110/4.2.1.104
R00722,ATP:IDP phosphotransferase,ATP + IDP <-> ITP + ADP,1.3052233983859196,2.7.4.6
R00610,sarcosine:oxygen oxidoreductase (demethylating),Oxygen + Sarcosine + H2O -> Formaldehyde + Glycine + Hydrogen peroxide,-87.64842721683071,1.5.3.1
R00578,L-aspartate:L-glutamine amido-ligase (AMP-forming),ATP + L-Aspartate + L-Glutamine + H2O -> Diphosphate + L-Asparagine + L-Glutamate + AMP,-57.135305801403234,6.3.5.4
R12695,ATP:D-ribulose 1-phosphotransferase,D-Ribulose + ATP <-> D-Ribulose 1-phosphate + ADP,,2.7.1.51
R04961,decanoyl-[acp]:NAD+ trans-2-oxidoreductase,NAD+ + Decanoyl-[acp] <-> trans-Dec-2-enoyl-[acp] + H+ + NADH,,1.3.1.9/2.3.1.-
R01157,agmatine amidinohydrolase,Agmatine + H2O -> Urea + Putrescine,-75.70404858488158,3.5.3.11
R03321,beta-D-glucose 6-phosphate ketol-isomerase,beta-D-Glucose 6-phosphate <-> beta-D-Fructose 6-phosphate,0.16134508651481383,5.3.1.9
R04567,(R)-3-hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + UDP-N-acetyl-alpha-D-glucosamine <-> Acyl-carrier protein + UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,,2.3.1.129
R00490,L-aspartate ammonia-lyase (fumarate-forming),L-Aspartate <-> Ammonia + Fumarate,-3.941744528618017,4.3.1.1
R02199,L-isoleucine:2-oxoglutarate aminotransferase,L-Isoleucine + 2-Oxoglutarate <-> L-Glutamate + (S)-3-Methyl-2-oxopentanoic acid,-5.927241421868473,2.6.1.42
R04224,(S)-3-hydroxyisobutyryl-CoA hydro-lyase,2-Methylprop-2-enoyl-CoA + H2O <-> (S)-3-Hydroxyisobutyryl-CoA,5.552012364016491,4.2.1.17
R07895,OPC4-coa acetyl-CoA acyltransferase,OPC4-CoA + Acetyl-CoA <- CoA + 3-Oxo-OPC6-CoA,30.1738203889372,2.3.1.16
EX_C01674,Chitobiose,Chitobiose <- ,,
R11323,dTTP diphosphohydrolase,dTTP + H2O -> Diphosphate + dTMP,-58.39115858874882,3.6.1.9/3.6.1.-
R06782,"3-phenylpropanoate,NADH:oxygen oxidoreductase (2,3-hydroxylating)","Oxygen + Phenylpropanoate + H+ + NADH -> NAD+ + cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",-349.87177276088335,1.14.12.19
R09079,carboxyspermidine:NADP+ oxidoreductase,Putrescine + L-Aspartate 4-semialdehyde + H+ + NADPH -> Carboxyspermidine + NADP+ + H2O,-49.32690894366877,1.5.1.43
R07899,Isojasmonic acid transferase,(+)-7-Isojasmonic acid CoA + Acetyl-CoA <- CoA + 3-Oxo-OPC4-CoA,30.173266649342168,2.3.1.16
R04960,octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein] + Octanoyl-[acp] <-> 3-Oxodecanoyl-[acp] + CO2 + Acyl-carrier protein,,2.3.1.41/2.3.1.85/2.3.1.86/2.3.1.179
R10612,(S)-malyl-CoA hydrolase,L-Malyl-CoA + H2O -> (S)-Malate + CoA,-39.59468853474928,3.1.2.30
R00341,ATP:oxaloacetate carboxy-lyase (transphosphorylatingphosphoenolpyruvate-forming),Oxaloacetate + ATP <-> CO2 + ADP + Phosphoenolpyruvate,-6.48549722545107,4.1.1.49
R01137,ATP:dADP phosphotransferase,ATP + dADP <-> ADP + dATP,2.3866067209509083,2.7.4.6
R03014,ATP:L-rhamnulose 1-phosphotransferase,ATP + L-Rhamnulose <-> L-Rhamnulose 1-phosphate + ADP,-4.30772352464794,2.7.1.5
EX_C00216,D-Arabinose,D-Arabinose <- ,,
R07281,"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)","D-Ribulose 5-phosphate -> L-3,4-Dihydroxybutan-2-one 4-phosphate + Formate",-105.3179317108643,4.1.99.12
R00289,UTP:alpha-D-glucose-1-phosphate uridylyltransferase,UTP + D-Glucose 1-phosphate <-> Diphosphate + UDP-glucose,-1.1599994696039175,2.7.7.9/2.7.7.64
R02294,N-ribosylnicotinamide:orthophosphate ribosyltransferase,Nicotinamide-beta-riboside + Orthophosphate -> Nicotinamide + alpha-D-Ribose 1-phosphate,-20.27848422272706,2.4.2.1
R00720,inosine 5'-triphosphate pyrophosphohydrolase,ITP + H2O -> Diphosphate + IMP,-36.86732643710408,3.6.1.66
R03241,ATP:L-fuculose 1-phosphotransferase,L-Fuculose + ATP -> ADP + L-Fuculose 1-phosphate,-20.36197729890233,2.7.1.51
R06789,"(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate fumarylhydrolase","2-Hydroxy-6-ketononatrienedioate + H2O -> 2-Hydroxy-2,4-pentadienoate + Fumarate",-70.76115988241659,3.7.1.14
R04954,(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein] hydro-lyase,(3R)-3-Hydroxyhexanoyl-[acyl-carrier protein] <-> trans-Hex-2-enoyl-[acp] + H2O,,2.3.1.85/2.3.1.86/2.3.1.-/4.2.1.59
R01856,dGTP triphosphohydrolase,dGTP + H2O -> Deoxyguanosine + Triphosphate,-73.54901187850314,3.1.5.1
R02670,Cinnavalininate catalase,Oxygen + 3-Hydroxyanthranilate -> Superoxide + Cinnavalininate + H+ + Hydrogen peroxide,-73.337417750785,1.11.1.6/1.11.1.21
R02851,D-lysine:2-oxocarboxylate aminotransferase,D-Lysine + 2-Oxo acid <-> 6-Amino-2-oxohexanoate + D-Amino acid,,2.6.1.21
R03601,O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide),O-Acetyl-L-serine + Hydrogen selenide <-> Acetate + L-Selenocysteine,-0.19737993509835405,2.5.1.47
R09820,"3-oxo-5,6-dehydrosuberyl-CoA semialdehyde:NADP+ oxidoreductase","3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde + NADP+ + H2O -> H+ + 3-Oxo-5,6-dehydrosuberyl-CoA + NADPH",-50.526027970373434,1.2.1.91
EX_C00329,D-Glucosamine,D-Glucosamine <- ,,
R03858,lauroyl-CoA:acetyl-CoA C-acyltransferase,Acetyl-CoA + Lauroyl-CoA <- CoA + 3-Oxotetradecanoyl-CoA,30.173820388936292,2.3.1.16
R00844,sn-glycerol-3-phosphate:NADP+ 2-oxidoreductase,NADP+ + sn-Glycerol 3-phosphate <- Glycerone phosphate + H+ + NADPH,22.62886215820754,1.1.1.94
R04566,(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <-> 3-Oxotetradecanoyl-[acp] + H+ + NADPH,,1.1.1.100/1.1.1.-/2.3.1.85/2.3.1.86
R04751,"hexanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",Hexanoyl-CoA + FAD -> FADH2 + trans-Hex-2-enoyl-CoA,40.503807293544014,1.3.3.6/1.3.8.1/1.3.8.5/1.3.8.7
R00236,acetyl adenylate:CoA acetyltransferase,CoA + Acetyl adenylate -> Acetyl-CoA + AMP,-1185.8376415480184,6.2.1.1
R04928,ATP:adenylylsulfate 3'-phosphotransferase,Adenylylselenate + ATP -> ADP + 3'-Phosphoadenylylselenate,-44.58084380178957,2.7.1.25
R02094,ATP:dTMP phosphotransferase,ATP + dTMP <-> ADP + dTDP,-1.659525171797327,2.7.4.9/2.7.4.12
R03194,S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase,S-Adenosyl-L-methionine + Uroporphyrinogen III -> S-Adenosyl-L-homocysteine + Precorrin 2,-268.89734368350923,2.1.1.107
R00271,"acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)","Acetyl-CoA + 2-Oxoglutarate + H2O -> CoA + (R)-2-Hydroxybutane-1,2,4-tricarboxylate",-30.69114069539245,2.3.3.14
R00986,chorismate pyruvate-lyase (amino-accepting),Chorismate + L-Glutamine -> Pyruvate + Anthranilate + L-Glutamate,-126.19662901332347,4.1.3.27
R00509,ATP:adenylylsulfate 3'-phosphotransferase,Adenylyl sulfate + ATP -> 3'-Phosphoadenylyl sulfate + ADP,-17.414783490719742,2.7.1.25
R09838,"phenylacetyl-CoA:oxygen oxidoreductase (1,2-epoxidizing)","Oxygen + Phenylacetyl-CoA + H+ + NADPH -> 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA + NADP+ + H2O",-510.7969894896228,1.14.13.149
R05314,"1,2-dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate:NAD+ oxidoreductase (decarboxylating)","1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate + NAD+ -> 2,3-Dihydroxytoluene + CO2 + H+ + NADH",-85.86334320113784,1.3.1.68
R01830,beta-D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,beta-D-Fructose 6-phosphate + D-Glyceraldehyde 3-phosphate <-> D-Xylulose 5-phosphate + D-Erythrose 4-phosphate,5.946115510564084,2.2.1.1
R05146,dodecanoyl-[acyl-carrier protein]:KDO2-lipid-IVA O-dodecanoyltransferase,KDO2-lipid IVA + Dodecanoyl-[acyl-carrier protein] <-> Lauroyl-KDO2-lipid IV(A) + Acyl-carrier protein,,2.3.1.241
R04952,butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Butyryl-[acp] + Malonyl-[acyl-carrier protein] <-> CO2 + 3-Oxohexanoyl-[acp] + Acyl-carrier protein,,2.3.1.41/2.3.1.85/2.3.1.86/2.3.1.179
R01054,ADP-ribose ribophosphohydrolase,ADP-ribose + H2O -> D-Ribose 5-phosphate + AMP,-45.32533216308812,3.6.1.13/3.6.1.21/3.6.1.53/3.6.1.-
R00480,ATP:L-aspartate 4-phosphotransferase,ATP + L-Aspartate <- 4-Phospho-L-aspartate + ADP,21.8484192944087,2.7.2.4
R00519,formate:NAD+ oxidoreductase,NAD+ + Formate <-> CO2 + H+ + NADH,-14.41279943156178,1.17.1.9
R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating),Pyruvate + 2-Oxobutanoate -> CO2 + (S)-2-Aceto-2-hydroxybutanoate,-18.297785388835678,2.2.1.6
R01244,adenine aminohydrolase,Adenine + H2O -> Ammonia + Hypoxanthine,-37.850139599837135,3.5.4.2
R09107,N-acetyl-L-citrulline amidohydrolase,N-Acetyl-L-citrulline + H2O -> Acetate + L-Citrulline,-44.2844662451524,3.5.1.16
R04549,"UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase","UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + H2O -> UMP + Lipid X",-49.695500114749535,3.6.1.54
R07419,4-(gamma-L-glutamylamino)butanoate amidohydrolase,4-(L-gamma-Glutamylamino)butanoate + H2O -> 4-Aminobutanoate + L-Glutamate,-31.379820730399985,3.5.1.94
R01954,L-citrulline:L-aspartate ligase (AMP-forming),L-Citrulline + ATP + L-Aspartate <-> Diphosphate + AMP + N-(L-Arginino)succinate,-4.318906883569866,6.3.4.5
R02101,"5,10-methylenetetrahydrofolate:dUMP C-methyltransferase","5,10-Methylenetetrahydrofolate + dUMP -> Dihydrofolate + dTMP",-45.276592267676165,2.1.1.45
R06514,"dTDP-4-dehydro-6-deoxy-alpha-D-glucose 3,5-epimerase",dTDP-4-oxo-6-deoxy-D-glucose -> dTDP-4-dehydro-beta-L-rhamnose,-15.395597571183544,5.1.3.13
R06783,"trans-cinnamate,NADH:oxygen oxidoreductase (2,3-hydroxylating)","Oxygen + trans-Cinnamate + H+ + NADH -> cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol + NAD+",-343.3553925318764,1.14.12.19
R00248,L-glutamate:NADP+ oxidoreductase (deaminating),L-Glutamate + NADP+ + H2O <-> Ammonia + 2-Oxoglutarate + H+ + NADPH,16.302987053760347,1.4.1.3/1.4.1.4/1.4.1.13
R05185,reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing),Reduced ferredoxin + ATP + Nitrogen + H+ + H2O -> Hydrogen + Ammonia + Orthophosphate + ADP + Oxidized ferredoxin,-831.1374194662292,1.18.6.1
R01993,(S)-dihydroorotate amidohydrolase,H2O + (S)-Dihydroorotate <-> N-Carbamoyl-L-aspartate,-7.288873537091774,3.5.2.3
R10619,D-galactose 1-epimerase,D-Galactose <-> alpha-D-Galactose,,5.1.3.3
R07763,oxostearoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),3-Oxostearoyl-[acp] + H+ + NADPH <-> (3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] + NADP+,,1.1.1.100/2.3.1.-
R00907,L-alanine:3-oxopropanoate aminotransferase,L-Alanine + 3-Oxopropanoate <-> beta-Alanine + Pyruvate,3.7159369375847575,2.6.1.18
R10221,6-phospho-D-gluconate:NAD+ 2-oxidoreductase (decarboxylating),NAD+ + 6-Phospho-D-gluconate <-> CO2 + H+ + D-Ribulose 5-phosphate + NADH,-6.802671878186317,1.1.1.343/1.1.1.351
R00430,GTP:pyruvate 2-O-phosphotransferase,Pyruvate + GTP <- GDP + Phosphoenolpyruvate,27.695050064897117,2.7.1.40
R00139,ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase,2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate + ATP <-> ADP + 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate,5.941707095255765,2.7.4.6
R00590,L-serine hydro-lyase,L-Serine <-> Dehydroalanine + H2O,-6.115987581408831,4.3.1.17
EX_C00100,Propanoyl-CoA,Propanoyl-CoA <-> ,,
EX_C00101,Tetrahydrofolate,Tetrahydrofolate <-> ,,
EX_C15603,Hydroquinone,Hydroquinone <-> ,,
R04203,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase","NAD+ + (2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA <- 2-Methylacetoacetyl-CoA + H+ + NADH",15.619673398786972,1.1.1.35/1.1.1.178
R02099,ATP:deoxyuridine 5'-phosphotransferase,ATP + Deoxyuridine -> dUMP + ADP,-16.515970846487562,2.7.1.21/2.7.1.145
R11635,UTP:formate 2'-oxidoreductase,UTP + Formate -> dUTP + CO2 + H2O,-64.97671337157658,1.1.98.6
R03045,3-hydroxypropionyl-CoA hydro-lyase,3-Hydroxypropionyl-CoA <-> Propenoyl-CoA + H2O,-2.297161234643852,4.2.1.17/4.2.1.116/4.2.1.-
R04657,"ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase","ATP + Lipid A disaccharide <-> ADP + 2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",-11.743341426356892,2.7.1.130
R05286,chloroacetaldehyde:NAD+ oxidoreductase,Chloroacetaldehyde + NAD+ + H2O -> Chloroacetic acid + H+ + NADH,-44.05857377969551,1.2.1.3
R04941,selenocystathionine L-homocysteine-lyase (deaminating),H2O + L-Selenocystathionine -> Ammonia + Pyruvate + Selenohomocysteine,-35.59812278691021,4.4.1.13
R01103,raffinose galactohydrolase,Raffinose + H2O -> D-Galactose + Sucrose,-14.88286188164787,3.2.1.22
R07399,(R)-citramalate synthase,Pyruvate + Acetyl-CoA + H2O -> CoA + (R)-2-Methylmalate,-46.15625395919568,2.3.3.21
R03191,UDP-N-acetylmuramate:NADP+ oxidoreductase,NAD+ + UDP-N-acetylmuramate <- H+ + UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine + NADH,55.41990535873924,1.3.1.98
R00835,D-glucose-6-phosphate:NADP+ 1-oxidoreductase,"D-Glucose 6-phosphate + NADP+ <-> D-Glucono-1,5-lactone 6-phosphate + H+ + NADPH",-6.822034681511923,1.1.1.49/1.1.1.363
R10170,"(2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming)","(2R,3S)-3-Isopropylmalate <-> alpha-Isopropylmalate",-4.0866384155464175,4.2.1.33
R03192,UDP-N-acetylmuramate:NADP+ oxidoreductase,NADP+ + UDP-N-acetylmuramate <- H+ + UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine + NADPH,55.42204945372873,1.3.1.98
R01073,N-(5-phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase,Diphosphate + N-(5-Phospho-D-ribosyl)anthranilate <- 5-Phospho-alpha-D-ribose 1-diphosphate + Anthranilate,62.813288927315114,2.4.2.18
R00706,"3-oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)",CoA + NADP+ + 3-Oxopropanoate -> CO2 + Acetyl-CoA + H+ + NADPH,-25.336649451993708,1.2.1.18
R01061,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <-> 3-Phospho-D-glyceroyl phosphate + H+ + NADH,18.27730129582065,1.2.1.12/1.2.1.59
R09837,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase","2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA <- 2-Oxepin-2(3H)-ylideneacetyl-CoA",225.4549348686162,5.3.3.18
R01526,ATP:D-ribulose 5-phosphotransferase,D-Ribulose + ATP -> ADP + D-Ribulose 5-phosphate,-27.52607897127433,2.7.1.16/2.7.1.47
R02485,deoxycytidine aminohydrolase,H2O + Deoxycytidine -> Ammonia + Deoxyuridine,-37.596026468698,3.5.4.5
R05646,ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase,"D-glycero-beta-D-manno-Heptose 7-phosphate + ATP <-> ADP + D-glycero-beta-D-manno-Heptose 1,7-bisphosphate",-11.72128901917057,2.7.1.167
R06978,"acetyl-CoA:L-2,4-diaminobutanoate N4-acetyltransferase","Acetyl-CoA + L-2,4-Diaminobutanoate -> CoA + N(gamma)-Acetyldiaminobutyrate",-24.82059751510269,2.3.1.178
R04037,"1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase",H2O + Phosphoribosyl-AMP <-> 5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide,-0.01175335648588316,3.5.4.19
R01015,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,D-Glyceraldehyde 3-phosphate <-> Glycerone phosphate,-5.617742386692498,5.3.1.1
